Sentence1,Sentence2,Sent1_entity,Sent2_entity,Sample,1_2_neut,1_2_cont,1_2_ent,1_2_Label,2_1_neut,2_1_cont,2_1_ent,2_1_Label,Type
"

This hotel, which offers only suites, is impeccable.","

This hotel was too expensive for the level of cleanliness it provided.",a,b,0,0.9971262812614441,0.001632782514207065,0.0012410103809088469,NEUTRAL,0.997430145740509,0.0012672789162024856,0.0013025972293689847,NEUTRAL,ref
"

This hotel, which offers only suites, is impeccable.","This hotel isn't in a desirable spot since it lies beyond the historic city center, which is where many of the popular sights are.",a,b,0,0.2586963474750519,0.73770672082901,0.0035968897864222527,CONTRADICTION,0.04016361013054848,0.9585250616073608,0.0013113226741552353,CONTRADICTION,ref
"

This hotel, which offers only suites, is impeccable.","Although it was pleasant to be away from the busy city center, it would have been preferable to be closer to the main attractions.",a,b,0,0.9824271202087402,0.014390493743121624,0.0031824458856135607,NEUTRAL,0.7949943542480469,0.1962292492389679,0.008776453323662281,NEUTRAL,ref
"

This hotel, which offers only suites, is impeccable.",Some of the personnel were impolite and uncooperative.,a,b,0,0.5779467225074768,0.4189315140247345,0.0031217217911034822,NEUTRAL,0.12517772614955902,0.8698026537895203,0.005019687116146088,CONTRADICTION,ref
"

This hotel, which offers only suites, is impeccable.","When staying at this hotel, you can enjoy the experience of eating your breakfast at the outdoor restaurant.",a,b,0,0.9870747327804565,0.0025968218687921762,0.010328465141355991,NEUTRAL,0.9931619167327881,0.004069934599101543,0.0027682308573275805,NEUTRAL,ref
"

This hotel, which offers only suites, is impeccable.","If you are a Florida resident, you can inquire about a discounted rate for this wonderful stay.",a,b,0,0.9976826906204224,0.0008134918753057718,0.0015038368292152882,NEUTRAL,0.9976574182510376,0.0007342942990362644,0.0016082965303212404,NEUTRAL,ref
"

This hotel, which offers only suites, is impeccable.",It is definitely worth taking a look at the pool and the hot tub.,a,b,0,0.9960961937904358,0.0012588490499183536,0.0026450096629559994,NEUTRAL,0.9917705059051514,0.004686539061367512,0.0035429804120212793,NEUTRAL,ref
"For the holidays, the hotel was tastefully adorned with Christmas lights and attractive palm trees.","

This hotel was too expensive for the level of cleanliness it provided.",a,b,0,0.9917230010032654,0.006285455543547869,0.0019915448501706123,NEUTRAL,0.9687250852584839,0.0263668205589056,0.004908089060336351,NEUTRAL,ref
"For the holidays, the hotel was tastefully adorned with Christmas lights and attractive palm trees.","This hotel isn't in a desirable spot since it lies beyond the historic city center, which is where many of the popular sights are.",a,b,0,0.7251743674278259,0.27092939615249634,0.0038962392136454582,NEUTRAL,0.9039549827575684,0.09428267925977707,0.0017624374013394117,NEUTRAL,ref
"For the holidays, the hotel was tastefully adorned with Christmas lights and attractive palm trees.","Although it was pleasant to be away from the busy city center, it would have been preferable to be closer to the main attractions.",a,b,0,0.9936646223068237,0.00490920664742589,0.0014261325122788548,NEUTRAL,0.9949970245361328,0.003914627246558666,0.0010883727809414268,NEUTRAL,ref
"For the holidays, the hotel was tastefully adorned with Christmas lights and attractive palm trees.",Some of the personnel were impolite and uncooperative.,a,b,0,0.9488444924354553,0.048959288746118546,0.0021961345337331295,NEUTRAL,0.9487239718437195,0.024522872641682625,0.026753105223178864,NEUTRAL,ref
"For the holidays, the hotel was tastefully adorned with Christmas lights and attractive palm trees.","When staying at this hotel, you can enjoy the experience of eating your breakfast at the outdoor restaurant.",a,b,0,0.9525852799415588,0.007737929467111826,0.039676766842603683,NEUTRAL,0.9919630289077759,0.004414955619722605,0.0036220396868884563,NEUTRAL,ref
"For the holidays, the hotel was tastefully adorned with Christmas lights and attractive palm trees.","If you are a Florida resident, you can inquire about a discounted rate for this wonderful stay.",a,b,0,0.9965453743934631,0.0008152199443429708,0.00263943150639534,NEUTRAL,0.9962479472160339,0.0014520299155265093,0.0023001134395599365,NEUTRAL,ref
"For the holidays, the hotel was tastefully adorned with Christmas lights and attractive palm trees.",It is definitely worth taking a look at the pool and the hot tub.,a,b,0,0.9894969463348389,0.007488439790904522,0.003014593617990613,NEUTRAL,0.9826437830924988,0.0052370293997228146,0.012119261547923088,NEUTRAL,ref
"This hotel is situated in an ideal spot near the beach, providing a tranquil environment.","

This hotel was too expensive for the level of cleanliness it provided.",a,b,0,0.9377847909927368,0.060139358043670654,0.002075886121019721,NEUTRAL,0.8548992276191711,0.14051322638988495,0.004587572533637285,NEUTRAL,ref
"This hotel is situated in an ideal spot near the beach, providing a tranquil environment.","This hotel isn't in a desirable spot since it lies beyond the historic city center, which is where many of the popular sights are.",a,b,0,0.0008320378256030381,0.999014139175415,0.00015376225928775966,CONTRADICTION,0.0007010898552834988,0.9991040825843811,0.00019490615522954613,CONTRADICTION,ref
"This hotel is situated in an ideal spot near the beach, providing a tranquil environment.","Although it was pleasant to be away from the busy city center, it would have been preferable to be closer to the main attractions.",a,b,0,0.9961051940917969,0.0030981653835624456,0.0007966990233398974,NEUTRAL,0.3062528073787689,0.6915760040283203,0.002171231433749199,CONTRADICTION,ref
"This hotel is situated in an ideal spot near the beach, providing a tranquil environment.",Some of the personnel were impolite and uncooperative.,a,b,0,0.8905307054519653,0.10655101388692856,0.00291821570135653,NEUTRAL,0.8683570027351379,0.08585895597934723,0.04578406363725662,NEUTRAL,ref
"This hotel is situated in an ideal spot near the beach, providing a tranquil environment.","When staying at this hotel, you can enjoy the experience of eating your breakfast at the outdoor restaurant.",a,b,0,0.9971441626548767,0.0008249984821304679,0.002030836883932352,NEUTRAL,0.9966049194335938,0.0013109788997098804,0.0020840661600232124,NEUTRAL,ref
"This hotel is situated in an ideal spot near the beach, providing a tranquil environment.","If you are a Florida resident, you can inquire about a discounted rate for this wonderful stay.",a,b,0,0.9975383281707764,0.0007235575467348099,0.0017380568897351623,NEUTRAL,0.9971246123313904,0.000549023156054318,0.002326359273865819,NEUTRAL,ref
"This hotel is situated in an ideal spot near the beach, providing a tranquil environment.",It is definitely worth taking a look at the pool and the hot tub.,a,b,0,0.9974690675735474,0.0009131357073783875,0.0016178218647837639,NEUTRAL,0.9868353605270386,0.005107768811285496,0.00805681198835373,NEUTRAL,ref
"The airport and Duval Street can be reached quickly via shuttle, however downtown is quite distant.","

This hotel was too expensive for the level of cleanliness it provided.",a,b,0,0.9184679985046387,0.047529030591249466,0.034002937376499176,NEUTRAL,0.6659228801727295,0.2451174110174179,0.0889597162604332,NEUTRAL,ref
"The airport and Duval Street can be reached quickly via shuttle, however downtown is quite distant.","This hotel isn't in a desirable spot since it lies beyond the historic city center, which is where many of the popular sights are.",a,b,0,0.9755093455314636,0.010838325135409832,0.013652347028255463,NEUTRAL,0.9426124691963196,0.04434533417224884,0.013042259030044079,NEUTRAL,ref
"The airport and Duval Street can be reached quickly via shuttle, however downtown is quite distant.","Although it was pleasant to be away from the busy city center, it would have been preferable to be closer to the main attractions.",a,b,0,0.9972463846206665,0.001695029204711318,0.0010586524149402976,NEUTRAL,0.9743415117263794,0.014823539182543755,0.010834996588528156,NEUTRAL,ref
