,entity_pair,split,entity_a_name,entity_b_name,summary_type,summary_no,mention,ent_type,similarity_a,similarity_b
0,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,0,Around the holidays season,DATE,-0.1094101294875145,-1.0
1,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,0,Palm,GPE,-0.1936206817626953,-1.0
2,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,0,Christmas,DATE,-0.26591408252716064,-1.0
3,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,0,Duval street,PERSON,-0.011110622435808182,-1.0
4,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,0,last minute,TIME,-0.41460639238357544,-1.0
5,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,1,Christmas,DATE,-0.26591408252716064,-1.0
6,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,1,Smather,ORG,-0.15928201377391815,-1.0
7,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,1,one,CARDINAL,-0.43753284215927124,-1.0
8,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,1,Key West,LOC,0.32599425315856934,-1.0
9,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,1,9,CARDINAL,-0.26519775390625,-1.0
10,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,1,11,CARDINAL,-0.28390273451805115,-1.0
11,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,1,Duval Street,FAC,0.020440900698304176,-1.0
12,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,2,Smathers Beach,GPE,0.20953238010406494,-1.0
13,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,2,only an hour,TIME,-0.43001946806907654,-1.0
14,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,2,every hour,TIME,-0.42164793610572815,-1.0
15,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,2,9pm,TIME,-0.2488214373588562,-1.0
16,0,train,Sheraton Suites Key West,The Inn at Key West,refs_a,2,between $10 and $35,MONEY,-0.40258631110191345,-1.0
17,0,train,Sheraton Suites Key West,The Inn at Key West,refs_b,0,Florida,GPE,-1.0,0.018337571993470192
18,0,train,Sheraton Suites Key West,The Inn at Key West,refs_b,1,Florida,GPE,-1.0,0.018337571993470192
19,0,train,Sheraton Suites Key West,The Inn at Key West,refs_b,2,Florida,GPE,-1.0,0.018337571993470192
20,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_a,1,Playa del Karma,ORG,0.7790113091468811,-1.0
21,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_a,1,5th Avenue,FAC,-0.2249050885438919,-1.0
22,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_a,2,5th Avenue,FAC,-0.2249050885438919,-1.0
23,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_a,2,Playa,GPE,-0.4343632161617279,-1.0
24,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_a,2,a good night,TIME,-0.5061891674995422,-1.0
25,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_b,0,Yucatan,GPE,-1.0,0.03322998061776161
26,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_b,0,Cancun,GPE,-1.0,0.08920169621706009
27,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_b,0,two,CARDINAL,-1.0,-0.20546367764472961
28,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_b,1,only around 45 minutes,TIME,-1.0,-0.39639386534690857
29,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_b,1,Cancun,GPE,-1.0,0.08920169621706009
30,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_b,1,two,CARDINAL,-1.0,-0.20546367764472961
31,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_b,2,one,CARDINAL,-1.0,-0.2858240604400635
32,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_b,2,Cancun,GPE,-1.0,0.08920169621706009
33,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_b,2,only 45 minutes,TIME,-1.0,-0.38124895095825195
34,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_b,2,5th Avenue,FAC,-1.0,0.2517460584640503
35,1,train,Hotel Playa del Karma,Mahekal Beach Resort,refs_b,2,all hours of the day,TIME,-1.0,-0.13555443286895752
36,2,train,Hotel Abbazia,Savoia & Jolanda Hotel,refs_a,1,the Grand Canal,FAC,-0.0015894790412858129,-1.0
37,2,train,Hotel Abbazia,Savoia & Jolanda Hotel,refs_a,1,St. Lucia,GPE,0.1750512570142746,-1.0
38,2,train,Hotel Abbazia,Savoia & Jolanda Hotel,refs_a,1,the summer,DATE,-0.29120293259620667,-1.0
39,2,train,Hotel Abbazia,Savoia & Jolanda Hotel,refs_a,2,one,CARDINAL,-0.4126756191253662,-1.0
40,2,train,Hotel Abbazia,Savoia & Jolanda Hotel,refs_b,1,the Saint Giorgio Maggiore,FAC,-1.0,0.15780086815357208
41,2,train,Hotel Abbazia,Savoia & Jolanda Hotel,refs_b,1,St. Mark's,ORG,-1.0,0.08834654837846756
42,2,train,Hotel Abbazia,Savoia & Jolanda Hotel,refs_b,2,the St Giorgio maggiore church island,FAC,-1.0,0.16423757374286652
43,2,train,Hotel Abbazia,Savoia & Jolanda Hotel,refs_b,2,St Marks Square,FAC,-1.0,-0.005295313894748688
44,3,train,Apollo Hotel,Raffaello Hotel,refs_a,0,Colosseum,ORG,0.10322224348783493,-1.0
45,3,train,Apollo Hotel,Raffaello Hotel,refs_a,0,ten minute,TIME,-0.31350457668304443,-1.0
46,3,train,Apollo Hotel,Raffaello Hotel,refs_a,0,English,LANGUAGE,-0.23813679814338684,-1.0
47,3,train,Apollo Hotel,Raffaello Hotel,refs_a,1,Apollo,ORG,0.12962765991687775,-1.0
48,3,train,Apollo Hotel,Raffaello Hotel,refs_a,1,Rome,GPE,-0.9344348311424255,-1.0
49,3,train,Apollo Hotel,Raffaello Hotel,refs_a,1,around seven minutes,TIME,-0.37613198161125183,-1.0
50,3,train,Apollo Hotel,Raffaello Hotel,refs_a,1,around fifteen minutes,TIME,-0.37147513031959534,-1.0
51,3,train,Apollo Hotel,Raffaello Hotel,refs_a,1,the Trevi Fountain,FAC,0.11120405048131943,-1.0
52,3,train,Apollo Hotel,Raffaello Hotel,refs_a,1,English,LANGUAGE,-0.23813679814338684,-1.0
53,3,train,Apollo Hotel,Raffaello Hotel,refs_a,2,Rome,GPE,-0.9344348311424255,-1.0
54,3,train,Apollo Hotel,Raffaello Hotel,refs_a,2,three,CARDINAL,-0.416188508272171,-1.0
55,3,train,Apollo Hotel,Raffaello Hotel,refs_a,2,7-minute,TIME,-0.30454593896865845,-1.0
56,3,train,Apollo Hotel,Raffaello Hotel,refs_a,2,Colosseum,FAC,0.10322224348783493,-1.0
57,3,train,Apollo Hotel,Raffaello Hotel,refs_a,2,English,LANGUAGE,-0.23813679814338684,-1.0
58,3,train,Apollo Hotel,Raffaello Hotel,refs_b,0,Rome,GPE,-1.0,-0.8908841013908386
59,3,train,Apollo Hotel,Raffaello Hotel,refs_b,1,three,CARDINAL,-1.0,-0.16133679449558258
60,3,train,Apollo Hotel,Raffaello Hotel,refs_b,1,Continental,NORP,-1.0,-0.18933413922786713
61,3,train,Apollo Hotel,Raffaello Hotel,refs_b,2,The Raffaello Hotel,ORG,-1.0,0.8765186071395874
62,4,train,Village At Indian Point,Chateau on the Lake Resort & Spa,refs_a,0,Indian Point,LOC,0.4758327305316925,-1.0
63,4,train,Village At Indian Point,Chateau on the Lake Resort & Spa,refs_a,0,only one,CARDINAL,-0.5566749572753906,-1.0
64,4,train,Village At Indian Point,Chateau on the Lake Resort & Spa,refs_a,0,all night,TIME,-0.4578097462654114,-1.0
65,4,train,Village At Indian Point,Chateau on the Lake Resort & Spa,refs_a,1,2,CARDINAL,-0.34021028876304626,-1.0
66,4,train,Village At Indian Point,Chateau on the Lake Resort & Spa,refs_a,1,Strip,LOC,-0.13646985590457916,-1.0
67,4,train,Village At Indian Point,Chateau on the Lake Resort & Spa,refs_a,1,One,CARDINAL,-0.38642409443855286,-1.0
68,4,train,Village At Indian Point,Chateau on the Lake Resort & Spa,refs_a,1,all night,TIME,-0.4578097462654114,-1.0
69,4,train,Village At Indian Point,Chateau on the Lake Resort & Spa,refs_b,2,Chateau,ORG,-1.0,0.35125914216041565
70,4,train,Village At Indian Point,Chateau on the Lake Resort & Spa,refs_b,2,one,CARDINAL,-1.0,-0.336216539144516
71,4,train,Village At Indian Point,Chateau on the Lake Resort & Spa,refs_b,2,Spring Break,EVENT,-1.0,-0.08681096136569977
72,4,train,Village At Indian Point,Chateau on the Lake Resort & Spa,refs_b,2,a good night,TIME,-1.0,-0.24818259477615356
73,5,train,Hotel Victoria,One King West Hotel & Residence,refs_a,0,Apple TV,ORG,-0.020624514669179916,-1.0
74,5,train,Hotel Victoria,One King West Hotel & Residence,refs_a,0,second,ORDINAL,-0.44972193241119385,-1.0
75,5,train,Hotel Victoria,One King West Hotel & Residence,refs_a,1,Apple TV,ORG,-0.020624514669179916,-1.0
76,5,train,Hotel Victoria,One King West Hotel & Residence,refs_a,1,the morning,TIME,-0.3210964798927307,-1.0
77,5,train,Hotel Victoria,One King West Hotel & Residence,refs_a,1,One,CARDINAL,-0.5037827491760254,-1.0
78,5,train,Hotel Victoria,One King West Hotel & Residence,refs_a,1,second,ORDINAL,-0.44972193241119385,-1.0
79,5,train,Hotel Victoria,One King West Hotel & Residence,refs_b,2,30,MONEY,-1.0,-0.2315087467432022
80,5,train,Hotel Victoria,One King West Hotel & Residence,refs_comm,2,the Eaton Centre,FAC,0.18427608907222748,0.08351186662912369
81,6,train,Gladstone Hotel,Delta Chelsea,refs_a,1,Queen St West,LOC,0.12138000875711441,-1.0
82,6,train,Gladstone Hotel,Delta Chelsea,refs_a,2,The Gladstone Hotel Toronto,ORG,0.6551937460899353,-1.0
83,6,train,Gladstone Hotel,Delta Chelsea,refs_a,2,Gladstone,ORG,0.2934207022190094,-1.0
84,6,train,Gladstone Hotel,Delta Chelsea,refs_a,2,the 20th century,DATE,0.06142335757613182,-1.0
85,6,train,Gladstone Hotel,Delta Chelsea,refs_b,1,Toronto,GPE,-1.0,-0.8290277123451233
86,6,train,Gladstone Hotel,Delta Chelsea,refs_b,1,the Eaton Centre,ORG,-1.0,-0.18433938920497894
87,6,train,Gladstone Hotel,Delta Chelsea,refs_b,1,around 25 minutes',TIME,-1.0,-0.45858585834503174
88,6,train,Gladstone Hotel,Delta Chelsea,refs_b,1,the CN Tower,FAC,-1.0,-0.22749927639961243
89,6,train,Gladstone Hotel,Delta Chelsea,refs_b,2,Toronto,GPE,-1.0,-0.8290277123451233
90,7,train,Avenue Plaza Resort,Royal Sonesta Hotel New Orleans,refs_a,0,St. Charles,GPE,-0.10000389814376831,-1.0
91,7,train,Avenue Plaza Resort,Royal Sonesta Hotel New Orleans,refs_a,0,the Garden District,LOC,0.16075873374938965,-1.0
92,7,train,Avenue Plaza Resort,Royal Sonesta Hotel New Orleans,refs_a,0,the French Quarter,EVENT,0.03535211458802223,-1.0
93,7,train,Avenue Plaza Resort,Royal Sonesta Hotel New Orleans,refs_a,2,a good night,TIME,-0.33766672015190125,-1.0
94,7,train,Avenue Plaza Resort,Royal Sonesta Hotel New Orleans,refs_b,1,night,TIME,-1.0,-0.31886550784111023
95,7,train,Avenue Plaza Resort,Royal Sonesta Hotel New Orleans,refs_b,1,the early morning,TIME,-1.0,-0.058997105807065964
96,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_a,0,Venice,GPE,-0.8958191275596619,-1.0
97,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_a,0,the day,DATE,-0.4249444603919983,-1.0
98,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_a,1,Venice,GPE,-0.8958191275596619,-1.0
99,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_a,1,Venice,GPE,-0.8958191275596619,-1.0
100,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_a,1,Continental,NORP,-0.24091219902038574,-1.0
101,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_a,2,Venice,GPE,-0.8958191275596619,-1.0
102,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_a,2,Venice,GPE,-0.8958191275596619,-1.0
103,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_b,0,only a few minutes,TIME,-1.0,-0.26252853870391846
104,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_b,1,Vaporetto,PRODUCT,-1.0,0.07269731163978577
105,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_b,1,St. Mark's,FAC,-1.0,0.07541416585445404
106,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_b,1,about an hour's,TIME,-1.0,-0.4081663191318512
107,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_b,1,just 15 minutes,TIME,-1.0,-0.4177554249763489
108,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_b,1,Brucinellis,PRODUCT,-1.0,-0.11789491027593613
109,8,train,Locanda Sant'Agostin,BEST WESTERN Hotel Olimpia,refs_b,2,waterbus,ORG,-1.0,-0.14687693119049072
110,9,train,Outrigger Reef on the Beach,Queen Kapiolani Hotel,refs_a,0,Italian,NORP,-0.8536992073059082,-1.0
111,9,train,Outrigger Reef on the Beach,Queen Kapiolani Hotel,refs_a,1,Waikiki,GPE,-0.005406785290688276,-1.0
112,9,train,Outrigger Reef on the Beach,Queen Kapiolani Hotel,refs_a,1,first,ORDINAL,-0.34155604243278503,-1.0
113,9,train,Outrigger Reef on the Beach,Queen Kapiolani Hotel,refs_a,1,Pearl Harbor,LOC,-0.04793668910861015,-1.0
114,9,train,Outrigger Reef on the Beach,Queen Kapiolani Hotel,refs_a,2,two,CARDINAL,-0.15364859998226166,-1.0
115,9,train,Outrigger Reef on the Beach,Queen Kapiolani Hotel,refs_b,0,fourth,ORDINAL,-1.0,-0.2716226577758789
116,9,train,Outrigger Reef on the Beach,Queen Kapiolani Hotel,refs_b,0,three nights,DATE,-1.0,-0.2519836723804474
117,9,train,Outrigger Reef on the Beach,Queen Kapiolani Hotel,refs_b,0,every single day,DATE,-1.0,-0.4632071256637573
118,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,Dam Square,FAC,0.03583535924553871,-1.0
119,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,0,Anne Franks House,PERSON,0.19718168675899506,-1.0
120,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,1,Amsterdam,GPE,-0.09029237926006317,-1.0
121,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,1,"Leidslein, Dam Square",FAC,-0.03742385655641556,-1.0
122,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,1,Anne Frank's,PERSON,-0.14337345957756042,-1.0
123,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,2,Leidsplein,GPE,0.007167957257479429,-1.0
124,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,2,Herengeraacht,GPE,-0.09669072926044464,-1.0
125,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,2,the Dam Square,FAC,0.014724773354828358,-1.0
126,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,2,Anne Frank's,PERSON,-0.14337345957756042,-1.0
127,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_a,2,Central Amsterdam,GPE,-0.026526959612965584,-1.0
128,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,Metro,FAC,-1.0,-0.9302624464035034
129,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,Central Station,FAC,-1.0,0.12067419290542603
130,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,0,Apple TV,ORG,-1.0,-0.10761288553476334
131,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,1,Apple TV,ORG,-1.0,-0.10761288553476334
132,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,2,Metro,FAC,-1.0,-0.9302624464035034
133,10,train,Rembrandt Classic Hotel,Doubletree by Hilton Hotel Amsterdam Centraal Station,refs_b,2,Apple TV,ORG,-1.0,-0.10761288553476334
134,11,train,Hotel Le Marais,Ambassador Hotel,refs_a,0,midnight,TIME,-0.13888143002986908,-1.0
135,11,train,Hotel Le Marais,Ambassador Hotel,refs_a,1,Hotel le Marais,FAC,0.9167667627334595,-1.0
136,11,train,Hotel Le Marais,Ambassador Hotel,refs_a,1,only 1/2,CARDINAL,-0.24216832220554352,-1.0
137,11,train,Hotel Le Marais,Ambassador Hotel,refs_a,1,Bourbon Street,FAC,0.21769534051418304,-1.0
138,11,train,Hotel Le Marais,Ambassador Hotel,refs_a,1,midnight,TIME,-0.13888143002986908,-1.0
139,11,train,Hotel Le Marais,Ambassador Hotel,refs_a,2,evening,TIME,-0.24559621512889862,-1.0
140,11,train,Hotel Le Marais,Ambassador Hotel,refs_b,1,New Orleans,GPE,-1.0,0.0604262612760067
141,11,train,Hotel Le Marais,Ambassador Hotel,refs_b,1,New Orleans,GPE,-1.0,0.0604262612760067
142,11,train,Hotel Le Marais,Ambassador Hotel,refs_comm,0,the French Quarter,EVENT,0.36412566900253296,0.12023727595806122
143,11,train,Hotel Le Marais,Ambassador Hotel,refs_comm,1,the French Quarter,EVENT,0.36412566900253296,0.12023727595806122
144,11,train,Hotel Le Marais,Ambassador Hotel,refs_comm,2,the French Quarter,EVENT,0.36412566900253296,0.12023727595806122
145,12,train,Hotel River,Ambasciatori Hotel,refs_a,0,European,NORP,-0.15189941227436066,-1.0
146,12,train,Hotel River,Ambasciatori Hotel,refs_a,0,the River Arno,LOC,-0.09532272070646286,-1.0
147,12,train,Hotel River,Ambasciatori Hotel,refs_a,1,Arno,PERSON,-0.27930980920791626,-1.0
148,12,train,Hotel River,Ambasciatori Hotel,refs_a,2,Arno,PERSON,-0.27930980920791626,-1.0
149,12,train,Hotel River,Ambasciatori Hotel,refs_b,0,Florence,GPE,-1.0,-0.850640058517456
150,12,train,Hotel River,Ambasciatori Hotel,refs_b,0,Fiosole,PRODUCT,-1.0,0.16823013126850128
151,12,train,Hotel River,Ambasciatori Hotel,refs_b,0,Michelangelo,PERSON,-1.0,0.0249200277030468
152,12,train,Hotel River,Ambasciatori Hotel,refs_b,2,Fiosole,PRODUCT,-1.0,0.16823013126850128
153,12,train,Hotel River,Ambasciatori Hotel,refs_b,2,Michelangelo,PERSON,-1.0,0.0249200277030468
154,12,train,Hotel River,Ambasciatori Hotel,refs_b,2,Florence,PERSON,-1.0,-0.850640058517456
155,13,train,Days Inn Chicago,The Talbott Hotel,refs_a,0,Lincoln Park,GPE,0.10172224044799805,-1.0
156,13,train,Days Inn Chicago,The Talbott Hotel,refs_a,0,Clark Street,FAC,-0.02896224334836006,-1.0
157,13,train,Days Inn Chicago,The Talbott Hotel,refs_a,0,one,CARDINAL,-0.5701526403427124,-1.0
158,13,train,Days Inn Chicago,The Talbott Hotel,refs_a,0,two,CARDINAL,-0.4422788619995117,-1.0
159,13,train,Days Inn Chicago,The Talbott Hotel,refs_a,1,one,CARDINAL,-0.5701526403427124,-1.0
160,13,train,Days Inn Chicago,The Talbott Hotel,refs_a,1,two,CARDINAL,-0.4422788619995117,-1.0
161,13,train,Days Inn Chicago,The Talbott Hotel,refs_a,1,four,CARDINAL,-0.35876742005348206,-1.0
162,13,train,Days Inn Chicago,The Talbott Hotel,refs_a,1,one,CARDINAL,-0.5701526403427124,-1.0
163,13,train,Days Inn Chicago,The Talbott Hotel,refs_a,1,two,CARDINAL,-0.4422788619995117,-1.0
164,13,train,Days Inn Chicago,The Talbott Hotel,refs_a,2,Clark Street,FAC,-0.02896224334836006,-1.0
165,13,train,Days Inn Chicago,The Talbott Hotel,refs_a,2,Century Mall,FAC,0.23896704614162445,-1.0
166,13,train,Days Inn Chicago,The Talbott Hotel,refs_b,1,the Gold Coast,LOC,-1.0,0.15209531784057617
167,13,train,Days Inn Chicago,The Talbott Hotel,refs_b,1,Michigan Avenue,FAC,-1.0,0.015395566821098328
168,13,train,Days Inn Chicago,The Talbott Hotel,refs_b,1,late at night,TIME,-1.0,-0.2928142845630646
169,13,train,Days Inn Chicago,The Talbott Hotel,refs_b,1,iHome,ORG,-1.0,-0.10781744867563248
170,13,train,Days Inn Chicago,The Talbott Hotel,refs_b,2,Michigan Avenue,FAC,-1.0,0.015395566821098328
171,13,train,Days Inn Chicago,The Talbott Hotel,refs_b,2,Navy Pier,FAC,-1.0,0.07493583112955093
172,13,train,Days Inn Chicago,The Talbott Hotel,refs_b,2,Hancock Tower,FAC,-1.0,0.14696530997753143
173,13,train,Days Inn Chicago,The Talbott Hotel,refs_b,2,the Sears Tower,FAC,-1.0,0.23453782498836517
174,13,train,Days Inn Chicago,The Talbott Hotel,refs_b,2,TV's,ORG,-1.0,-0.16413868963718414
175,14,train,Raffles Hotel Singapore,Shangri-La Hotel,refs_a,0,Singapore,GPE,-0.4317476451396942,-1.0
176,14,train,Raffles Hotel Singapore,Shangri-La Hotel,refs_a,2,every penny,MONEY,-0.36839425563812256,-1.0
177,14,train,Raffles Hotel Singapore,Shangri-La Hotel,refs_a,2,those rainy days,DATE,-0.4069511890411377,-1.0
178,14,train,Raffles Hotel Singapore,Shangri-La Hotel,refs_a,2,afternoon,TIME,-0.38481947779655457,-1.0
179,14,train,Raffles Hotel Singapore,Shangri-La Hotel,refs_b,0,the Orchard Road,FAC,-1.0,0.167903333902359
180,14,train,Raffles Hotel Singapore,Shangri-La Hotel,refs_b,0,afternoon,TIME,-1.0,-0.37488988041877747
181,14,train,Raffles Hotel Singapore,Shangri-La Hotel,refs_b,1,Singapore,GPE,-1.0,-0.3311644494533539
182,14,train,Raffles Hotel Singapore,Shangri-La Hotel,refs_b,1,afternoon,TIME,-1.0,-0.37488988041877747
183,14,train,Raffles Hotel Singapore,Shangri-La Hotel,refs_b,2,Singapore,GPE,-1.0,-0.3311644494533539
184,14,train,Raffles Hotel Singapore,Shangri-La Hotel,refs_b,2,Champagne,PERSON,-1.0,0.016724372282624245
185,14,train,Raffles Hotel Singapore,Shangri-La Hotel,refs_b,2,the Eggs Benedict,PRODUCT,-1.0,-0.10929840803146362
186,14,train,Raffles Hotel Singapore,Shangri-La Hotel,refs_b,2,afternoon,TIME,-1.0,-0.37488988041877747
